trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'a': 0.5, 'e': 0.5770506984623526}",25,18,13.331512416241917,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.5, 'e': 0.5753195463669655}",20,0,-246.98413180071412,"{0: 8, 1: 3, 2: 4, 3: 0, 4: 5}",0
185,False,"{'a': 0.5, 'e': 0.5735935877278646}",30,0,-121.91444634286182,"{0: 23, 1: 1, 2: 3, 3: 0, 4: 3}",0
186,False,"{'a': 0.5, 'e': 0.571872806964681}",30,6,5.713590644586758,"{0: 20, 1: 3, 2: 1, 3: 0, 4: 0}",1
187,False,"{'a': 0.5, 'e': 0.5701571885437869}",20,2,-12.380686230935748,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 0}",1
188,False,"{'a': 0.5, 'e': 0.5684467169781556}",20,0,-47.408988664084035,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
189,False,"{'a': 0.5, 'e': 0.5667413768272211}",20,0,-64.58406704940214,"{0: 13, 1: 0, 2: 6, 3: 1, 4: 0}",0
190,False,"{'a': 0.5, 'e': 0.5650411526967395}",20,0,-112.29132864337603,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
191,False,"{'a': 0.5, 'e': 0.5633460292386493}",20,0,-28.278493668577678,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
192,False,"{'a': 0.5, 'e': 0.5616559911509333}",20,11,-7.659100331965828,"{0: 6, 1: 2, 2: 1, 3: 0, 4: 0}",1
193,False,"{'a': 0.5, 'e': 0.5599710231774805}",20,0,-58.0344328484244,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
194,False,"{'a': 0.5, 'e': 0.5582911101079481}",25,0,-130.8859788433491,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 3}",0
195,False,"{'a': 0.5, 'e': 0.5566162367776242}",20,0,-48.660112974990575,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
196,False,"{'a': 0.5, 'e': 0.5549463880672914}",20,4,-15.377007345469853,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 0}",1
197,False,"{'a': 0.5, 'e': 0.5532815489030894}",20,9,-94.59435695078905,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 2}",1
198,False,"{'a': 0.5, 'e': 0.5516217042563801}",20,0,-102.07187966828548,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
199,False,"{'a': 0.5, 'e': 0.549966839143611}",20,0,22.65314798373704,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
200,False,"{'a': 0.5, 'e': 0.5483169386261801}",25,0,-30.811462679707038,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 0}",0
201,False,"{'a': 0.5, 'e': 0.5466719878103016}",30,12,-74.89465800667736,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 1}",1
202,False,"{'a': 0.5, 'e': 0.5450319718468707}",20,12,2.482573626871596,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
203,False,"{'a': 0.5, 'e': 0.5433968759313301}",25,0,-84.28455694654242,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
204,False,"{'a': 0.5, 'e': 0.5417666853035361}",30,15,-104.3815094455062,"{0: 9, 1: 2, 2: 1, 3: 1, 4: 2}",1
205,False,"{'a': 0.5, 'e': 0.5401413852476254}",20,11,5.2526471087559905,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
206,False,"{'a': 0.5, 'e': 0.5385209610918825}",35,11,0.9743793888135182,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 0}",1
207,False,"{'a': 0.5, 'e': 0.5369053982086068}",30,21,12.571433043330844,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.5, 'e': 0.535294682013981}",20,0,-86.46754936818294,"{0: 11, 1: 5, 2: 2, 3: 1, 4: 1}",0
209,False,"{'a': 0.5, 'e': 0.5336887979679391}",25,13,-24.65068139828491,"{0: 8, 1: 0, 2: 4, 3: 0, 4: 0}",1
210,False,"{'a': 0.5, 'e': 0.5320877315740353}",20,0,-15.397726646743713,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",1
211,False,"{'a': 0.5, 'e': 0.5304914683793133}",20,0,-90.38668853015366,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
212,False,"{'a': 0.5, 'e': 0.5288999939741753}",25,0,-58.648195979139665,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
213,False,"{'a': 0.5, 'e': 0.5273132939922528}",20,0,-18.777728398750895,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
214,False,"{'a': 0.5, 'e': 0.525731354110276}",25,0,-119.71333132647798,"{0: 18, 1: 1, 2: 2, 3: 2, 4: 2}",0
215,False,"{'a': 0.5, 'e': 0.5241541600479452}",25,16,-0.5658090395315147,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
216,False,"{'a': 0.5, 'e': 0.5225816975678014}",25,9,-36.460806860152644,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 1}",1
217,False,"{'a': 0.5, 'e': 0.521013952475098}",20,7,-8.888280761599182,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
218,False,"{'a': 0.5, 'e': 0.5194509106176727}",20,0,-3.2554460710453466,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
219,False,"{'a': 0.5, 'e': 0.5178925578858197}",30,13,-9.315170404872138,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
220,False,"{'a': 0.5, 'e': 0.5163388802121622}",20,0,-10.869623657164087,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
221,False,"{'a': 0.5, 'e': 0.5147898635715258}",20,0,-39.36952796405566,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
222,False,"{'a': 0.5, 'e': 0.5132454939808112}",20,8,-44.82611384503064,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
223,False,"{'a': 0.5, 'e': 0.5117057574988688}",20,9,4.8567910166052695,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
224,False,"{'a': 0.5, 'e': 0.5101706402263723}",25,0,-37.516818504749445,"{0: 20, 1: 3, 2: 0, 3: 1, 4: 1}",1
225,False,"{'a': 0.5, 'e': 0.5086401283056932}",20,0,-37.521181756319436,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
226,False,"{'a': 0.5, 'e': 0.5071142079207761}",20,0,-75.03908448331974,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
227,False,"{'a': 0.5, 'e': 0.5055928652970137}",20,11,-6.896113624208799,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
228,False,"{'a': 0.5, 'e': 0.5040760867011227}",30,10,-67.83259825471983,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",1
229,False,"{'a': 0.5, 'e': 0.5025638584410194}",20,12,0.020692976957405795,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
230,False,"{'a': 0.5, 'e': 0.5010561668656963}",25,9,-23.49160514413292,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
231,False,"{'a': 0.5, 'e': 0.49955299836509925}",20,0,-47.71638403616343,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
232,False,"{'a': 0.5, 'e': 0.49805433937000393}",35,12,-62.66095142407649,"{0: 18, 1: 0, 2: 3, 3: 1, 4: 1}",1
233,False,"{'a': 0.5, 'e': 0.4965601763518939}",20,0,-98.40889327383901,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
234,False,"{'a': 0.5, 'e': 0.49507049582283824}",30,4,-87.2142234372072,"{0: 18, 1: 1, 2: 5, 3: 1, 4: 1}",1
235,False,"{'a': 0.5, 'e': 0.49358528433536975}",30,0,-59.031245617949615,"{0: 23, 1: 0, 2: 5, 3: 2, 4: 0}",0
236,False,"{'a': 0.5, 'e': 0.49210452848236363}",30,18,9.956724099649309,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.5, 'e': 0.49062821489691655}",30,15,-19.53309638249341,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 0}",1
238,False,"{'a': 0.5, 'e': 0.4891563302522258}",25,12,-15.997406689576287,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
239,False,"{'a': 0.5, 'e': 0.48768886126146915}",25,16,-36.66816518333691,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
240,False,"{'a': 0.5, 'e': 0.48622579467768473}",20,1,-58.562693749802094,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 1}",1
241,False,"{'a': 0.5, 'e': 0.4847671172936517}",20,0,-69.39412267302599,"{0: 16, 1: 0, 2: 1, 3: 2, 4: 1}",0
242,False,"{'a': 0.5, 'e': 0.4833128159417707}",25,15,-5.477784147498823,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
243,False,"{'a': 0.5, 'e': 0.4818628774939454}",25,0,-22.19542815654535,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
244,False,"{'a': 0.5, 'e': 0.48041728886146357}",20,0,-12.274928620768343,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
245,False,"{'a': 0.5, 'e': 0.4789760369948792}",25,7,-126.84538246636204,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 3}",1
246,False,"{'a': 0.5, 'e': 0.47753910888389456}",20,14,11.872137778897578,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.5, 'e': 0.4761064915572429}",20,12,-26.157810155507352,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
248,False,"{'a': 0.5, 'e': 0.4746781720825711}",25,0,12.752425879934137,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
249,False,"{'a': 0.5, 'e': 0.4732541375663234}",25,0,-25.29880334272575,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
250,False,"{'a': 0.5, 'e': 0.4718343751536244}",25,15,18.94273285256148,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.5, 'e': 0.47041887202816357}",20,11,-1.634811017732119,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
252,False,"{'a': 0.5, 'e': 0.4690076154120791}",20,12,-47.659246265548205,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 1}",1
253,False,"{'a': 0.5, 'e': 0.46760059256584285}",25,0,-73.50991791649292,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
254,False,"{'a': 0.5, 'e': 0.4661977907881453}",25,0,-40.22540308863586,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
255,False,"{'a': 0.5, 'e': 0.4647991974157809}",25,11,14.458161482614388,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
256,False,"{'a': 0.5, 'e': 0.46340479982353355}",25,0,-44.643816721357396,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
257,False,"{'a': 0.5, 'e': 0.46201458542406293}",25,5,-74.03674065631331,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",1
258,False,"{'a': 0.5, 'e': 0.4606285416677907}",30,11,-8.41552852757424,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 0}",1
259,False,"{'a': 0.5, 'e': 0.45924665604278736}",25,5,15.453620011756792,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
260,False,"{'a': 0.5, 'e': 0.457868916074659}",25,11,-8.666122895240862,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
261,False,"{'a': 0.5, 'e': 0.45649530932643506}",20,4,-69.31792646925265,"{0: 11, 1: 1, 2: 2, 3: 1, 4: 1}",1
262,False,"{'a': 0.5, 'e': 0.45512582339845575}",20,0,-15.672068976568772,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
263,False,"{'a': 0.5, 'e': 0.45376044592826037}",20,7,-20.377244994791365,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
264,False,"{'a': 0.5, 'e': 0.4523991645904756}",25,13,3.0356238714298596,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
265,False,"{'a': 0.5, 'e': 0.45104196709670413}",20,4,17.061334771105606,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.5, 'e': 0.449688841195414}",30,12,-28.07665946786553,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 0}",1
267,False,"{'a': 0.5, 'e': 0.4483397746718278}",20,0,-21.95155690612516,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
268,False,"{'a': 0.5, 'e': 0.4469947553478123}",20,3,-37.0850160878761,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
269,False,"{'a': 0.5, 'e': 0.44565377108176885}",20,10,-4.085190879803383,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
270,False,"{'a': 0.5, 'e': 0.44431680976852356}",25,9,3.2108096002444557,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 0}",1
271,False,"{'a': 0.5, 'e': 0.44298385933921797}",30,12,-50.84522850580392,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 1}",1
272,False,"{'a': 0.5, 'e': 0.4416549077612003}",20,1,-0.8640890619589663,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 0}",1
273,False,"{'a': 0.5, 'e': 0.4403299430379167}",20,16,8.395339960170027,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.5, 'e': 0.43900895320880295}",30,0,-44.48417186272757,"{0: 26, 1: 0, 2: 2, 3: 1, 4: 1}",0
275,False,"{'a': 0.5, 'e': 0.43769192634917653}",25,15,-4.202960272887477,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
276,False,"{'a': 0.5, 'e': 0.436378850570129}",30,18,17.118509518396177,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.5, 'e': 0.4350697140184186}",25,0,-70.13542807593878,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",1
278,False,"{'a': 0.5, 'e': 0.43376450487636337}",25,13,12.692751598941706,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
279,False,"{'a': 0.5, 'e': 0.43246321136173427}",20,4,26.54609721740424,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.5, 'e': 0.43116582172764906}",20,15,-0.010341627871219394,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
281,False,"{'a': 0.5, 'e': 0.42987232426246613}",30,8,12.002118317176377,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
282,False,"{'a': 0.5, 'e': 0.42858270728967873}",25,5,-22.057480615892587,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",1
283,False,"{'a': 0.5, 'e': 0.4272969591678097}",30,16,-11.853350636798648,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
284,False,"{'a': 0.5, 'e': 0.4260150682903063}",20,0,6.499426784210491,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
285,False,"{'a': 0.5, 'e': 0.4247370230854354}",20,13,11.603880280874549,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.5, 'e': 0.4234628120161791}",20,0,1.941995939905345,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
287,False,"{'a': 0.5, 'e': 0.42219242358013054}",25,0,-74.01488921317281,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
288,False,"{'a': 0.5, 'e': 0.4209258463093902}",20,0,-24.258383066941473,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
289,False,"{'a': 0.5, 'e': 0.419663068770462}",35,12,-0.8281106530393934,"{0: 18, 1: 4, 2: 1, 3: 0, 4: 0}",1
290,False,"{'a': 0.5, 'e': 0.4184040795641506}",20,0,-58.390588239753896,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",0
291,False,"{'a': 0.5, 'e': 0.41714886732545814}",20,3,-7.504705191344808,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
292,False,"{'a': 0.5, 'e': 0.41589742072348174}",25,0,-102.07683466644612,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 3}",0
293,False,"{'a': 0.5, 'e': 0.4146497284613113}",25,9,26.923698352464292,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.5, 'e': 0.41340577927592737}",25,1,-79.10787141167883,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 2}",1
295,False,"{'a': 0.5, 'e': 0.41216556193809956}",25,0,8.946227640845612,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
296,False,"{'a': 0.5, 'e': 0.41092906525228523}",35,10,-9.358793586079749,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",1
297,False,"{'a': 0.5, 'e': 0.40969627805652836}",25,0,-14.423890573240687,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
298,False,"{'a': 0.5, 'e': 0.40846718922235875}",20,0,-17.258537979552493,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
299,False,"{'a': 0.5, 'e': 0.40724178765469166}",20,0,-96.29612597516214,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 3}",0
300,False,"{'a': 0.5, 'e': 0.4060200622917276}",20,0,-79.20606126372302,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
301,False,"{'a': 0.5, 'e': 0.4048020021048524}",30,1,-96.98776083956105,"{0: 23, 1: 0, 2: 3, 3: 1, 4: 2}",1
302,False,"{'a': 0.5, 'e': 0.40358759609853784}",25,15,15.46736204989269,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.5, 'e': 0.4023768333102422}",20,0,3.798886362889817,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
304,False,"{'a': 0.5, 'e': 0.4011697028103115}",25,8,-28.0095227376661,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
305,False,"{'a': 0.5, 'e': 0.3999661937018806}",20,0,-2.5260602449917027,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
306,False,"{'a': 0.5, 'e': 0.39876629512077494}",25,0,-9.179960698912087,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
307,False,"{'a': 0.5, 'e': 0.3975699962354126}",30,20,8.51076871891685,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
308,False,"{'a': 0.5, 'e': 0.3963772862467064}",20,0,-67.05736010942329,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
309,False,"{'a': 0.5, 'e': 0.39518815438796623}",25,5,-11.281311745890223,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",1
310,False,"{'a': 0.5, 'e': 0.3940025899248023}",20,4,23.15541582829812,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.5, 'e': 0.3928205821550279}",20,16,9.569150284506861,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.5, 'e': 0.39164212040856283}",20,12,12.471468407815667,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.5, 'e': 0.39046719404733715}",20,0,10.351948496618114,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
314,False,"{'a': 0.5, 'e': 0.38929579246519513}",20,0,-28.03897041723598,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
315,False,"{'a': 0.5, 'e': 0.38812790508779954}",30,0,9.657579484110688,"{0: 28, 1: 0, 2: 1, 3: 1, 4: 0}",0
316,False,"{'a': 0.5, 'e': 0.38696352137253615}",30,16,2.7219928620641354,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
317,False,"{'a': 0.5, 'e': 0.38580263080841853}",20,7,-28.533899455070554,"{0: 9, 1: 0, 2: 3, 3: 1, 4: 0}",1
318,False,"{'a': 0.5, 'e': 0.3846452229159933}",25,0,-79.03130187032434,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
319,False,"{'a': 0.5, 'e': 0.3834912872472453}",25,0,-52.870912715496,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
320,False,"{'a': 0.5, 'e': 0.3823408133855036}",35,5,-81.50048675080137,"{0: 23, 1: 0, 2: 5, 3: 1, 4: 1}",1
321,False,"{'a': 0.5, 'e': 0.38119379094534706}",25,0,-56.64105751136159,"{0: 21, 1: 0, 2: 1, 3: 2, 4: 1}",0
322,False,"{'a': 0.5, 'e': 0.380050209572511}",25,0,-27.014010689330615,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
323,False,"{'a': 0.5, 'e': 0.3789100589437935}",25,6,21.839939397669344,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
324,False,"{'a': 0.5, 'e': 0.3777733287669621}",25,4,23.070039129367817,"{0: 19, 1: 2, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.5, 'e': 0.37664000878066123}",25,7,-17.814499499219856,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
326,False,"{'a': 0.5, 'e': 0.37551008875431924}",20,11,-33.22607600873198,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 1}",1
327,False,"{'a': 0.5, 'e': 0.37438355848805627}",25,11,16.927104152983368,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
328,False,"{'a': 0.5, 'e': 0.3732604078125921}",25,2,-56.367559472169766,"{0: 19, 1: 0, 2: 2, 3: 1, 4: 1}",1
329,False,"{'a': 0.5, 'e': 0.37214062658915437}",25,14,-27.232613485878396,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
330,False,"{'a': 0.5, 'e': 0.3710242047093869}",25,16,5.67916437936387,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
331,False,"{'a': 0.5, 'e': 0.3699111320952587}",25,19,-11.82359925796243,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
332,False,"{'a': 0.5, 'e': 0.36880139869897294}",20,8,-6.321135435031087,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
333,False,"{'a': 0.5, 'e': 0.367694994502876}",20,0,17.176396688798718,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
334,False,"{'a': 0.5, 'e': 0.3665919095193674}",20,15,7.918672841355507,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.5, 'e': 0.36549213379080925}",25,15,-16.855277703848202,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
336,False,"{'a': 0.5, 'e': 0.3643956573894368}",25,0,-91.59478277138996,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
337,False,"{'a': 0.5, 'e': 0.3633024704172685}",25,3,-17.49400576641507,"{0: 18, 1: 1, 2: 2, 3: 1, 4: 0}",1
338,False,"{'a': 0.5, 'e': 0.3622125630060167}",20,7,-34.14475792089331,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
339,False,"{'a': 0.5, 'e': 0.3611259253169986}",30,15,-3.3661508532633926,"{0: 13, 1: 1, 2: 0, 3: 1, 4: 0}",1
340,False,"{'a': 0.5, 'e': 0.3600425475410476}",20,14,-10.904838800939055,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
341,False,"{'a': 0.5, 'e': 0.3589624198984244}",20,12,15.695382997102417,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.5, 'e': 0.35788553263872913}",25,0,-55.246817507281946,"{0: 19, 1: 4, 2: 0, 3: 1, 4: 1}",0
343,False,"{'a': 0.5, 'e': 0.35681187604081294}",25,16,-15.467868943441337,"{0: 7, 1: 1, 2: 0, 3: 1, 4: 0}",1
344,False,"{'a': 0.5, 'e': 0.3557414404126905}",25,14,-21.274596556173154,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
345,False,"{'a': 0.5, 'e': 0.35467421609145244}",25,4,-87.19336010668376,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 2}",1
346,False,"{'a': 0.5, 'e': 0.35361019344317807}",30,18,-25.15778919859535,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 0}",1
347,False,"{'a': 0.5, 'e': 0.35254936286284855}",30,16,-94.80122520310606,"{0: 8, 1: 2, 2: 2, 3: 0, 4: 2}",1
348,False,"{'a': 0.5, 'e': 0.35149171477426}",25,3,-75.65154108414211,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 2}",1
349,False,"{'a': 0.5, 'e': 0.3504372396299372}",25,15,10.745048641322938,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.5, 'e': 0.3493859279110474}",25,11,-65.14585291188686,"{0: 9, 1: 0, 2: 4, 3: 0, 4: 1}",1
351,False,"{'a': 0.5, 'e': 0.34833777012731426}",20,0,22.33075715926635,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
352,False,"{'a': 0.5, 'e': 0.34729275681693234}",25,15,-30.127061613933165,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
353,False,"{'a': 0.5, 'e': 0.3462508785464815}",20,10,-23.524962679217932,"{0: 6, 1: 1, 2: 3, 3: 0, 4: 0}",1
354,False,"{'a': 0.5, 'e': 0.34521212591084205}",35,15,-46.65152160228955,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",1
355,False,"{'a': 0.5, 'e': 0.34417648953310953}",20,10,15.421562774829884,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.5, 'e': 0.3431439600645102}",35,2,-36.56852368461158,"{0: 28, 1: 1, 2: 3, 3: 0, 4: 1}",1
357,False,"{'a': 0.5, 'e': 0.34211452818431665}",25,5,1.7960370441894888,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
358,False,"{'a': 0.5, 'e': 0.3410881845997637}",20,9,12.417676212867216,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
359,False,"{'a': 0.5, 'e': 0.3400649200459644}",20,10,5.805493268112743,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
360,False,"{'a': 0.5, 'e': 0.3390447252858265}",20,0,-3.760536538095054,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
361,False,"{'a': 0.5, 'e': 0.33802759110996905}",30,20,-8.072043036513652,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
362,False,"{'a': 0.5, 'e': 0.3370135083366391}",25,13,23.143854866716257,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.5, 'e': 0.3360024678116292}",25,15,5.202909386397829,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
364,False,"{'a': 0.5, 'e': 0.3349944604081943}",30,18,11.375443522673136,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
365,False,"{'a': 0.5, 'e': 0.33398947702696974}",25,13,22.129441290968554,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.5, 'e': 0.3329875085958888}",20,7,-73.81104416732049,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 2}",1
