trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
552,False,"{'a': 0.5, 'e': 0.19042650122490654}",30,19,22.27864288330928,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
553,False,"{'a': 0.5, 'e': 0.18985522172123181}",20,0,34.8887217653257,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
554,False,"{'a': 0.5, 'e': 0.18928565605606812}",35,13,1.0052775541763332,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
555,False,"{'a': 0.5, 'e': 0.1887177990878999}",20,5,-27.604362425786835,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
556,False,"{'a': 0.5, 'e': 0.1881516456906362}",20,0,21.456432031778743,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
557,False,"{'a': 0.5, 'e': 0.18758719075356428}",30,19,18.4926920748345,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
558,False,"{'a': 0.5, 'e': 0.18702442918130358}",20,6,14.26644322153628,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
559,False,"{'a': 0.5, 'e': 0.18646335589375967}",25,9,24.33767118994637,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
560,False,"{'a': 0.5, 'e': 0.1859039658260784}",20,0,16.208553660108464,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
561,False,"{'a': 0.5, 'e': 0.18534625392860016}",30,9,19.839502042658985,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
562,False,"{'a': 0.5, 'e': 0.18479021516681435}",20,14,7.502865225855587,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
563,False,"{'a': 0.5, 'e': 0.1842358445213139}",25,2,-14.316921747949738,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 0}",1
564,False,"{'a': 0.5, 'e': 0.18368313698774996}",20,0,34.206406170276516,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
565,False,"{'a': 0.5, 'e': 0.1831320875767867}",30,0,14.22812727867186,"{0: 28, 1: 1, 2: 0, 3: 1, 4: 0}",0
566,False,"{'a': 0.5, 'e': 0.18258269131405633}",20,11,14.779605720836356,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
567,False,"{'a': 0.5, 'e': 0.18203494324011416}",30,11,21.459651719754408,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
568,False,"{'a': 0.5, 'e': 0.18148883841039382}",30,16,-16.634544323808708,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
569,False,"{'a': 0.5, 'e': 0.18094437189516263}",20,12,14.793399956905626,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
570,False,"{'a': 0.5, 'e': 0.18040153877947715}",20,8,-19.68156958006427,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
571,False,"{'a': 0.5, 'e': 0.1798603341631387}",25,14,22.50423362746757,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
572,False,"{'a': 0.5, 'e': 0.1793207531606493}",25,0,-17.27523838230721,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
573,False,"{'a': 0.5, 'e': 0.17878279090116736}",20,10,18.066451092133647,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
574,False,"{'a': 0.5, 'e': 0.17824644252846386}",30,7,38.694776364331304,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.5, 'e': 0.17771170320087848}",30,21,2.3767171630795922,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
576,False,"{'a': 0.5, 'e': 0.17717856809127586}",20,14,3.995473483978114,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
577,False,"{'a': 0.5, 'e': 0.17664703238700202}",20,6,9.456660089663053,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
578,False,"{'a': 0.5, 'e': 0.17611709128984102}",25,9,-9.92034869636149,"{0: 14, 1: 0, 2: 0, 3: 2, 4: 0}",1
579,False,"{'a': 0.5, 'e': 0.1755887400159715}",25,16,16.069238309965804,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
580,False,"{'a': 0.5, 'e': 0.1750619737959236}",20,16,6.715009891974731,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
581,False,"{'a': 0.5, 'e': 0.1745367878745358}",25,11,26.961954303195448,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.5, 'e': 0.1740131775109122}",20,12,17.135364116883842,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
583,False,"{'a': 0.5, 'e': 0.17349113797837945}",20,11,17.451231747461968,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
584,False,"{'a': 0.5, 'e': 0.17297066456444432}",25,0,12.2322982599673,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
585,False,"{'a': 0.5, 'e': 0.172451752570751}",20,7,-18.630137164728513,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
586,False,"{'a': 0.5, 'e': 0.17193439731303872}",30,10,26.123928931328873,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
587,False,"{'a': 0.5, 'e': 0.1714185941210996}",20,15,9.334099255057902,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
588,False,"{'a': 0.5, 'e': 0.1709043383387363}",25,15,22.01498710645271,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
589,False,"{'a': 0.5, 'e': 0.1703916253237201}",20,5,25.142357805106787,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.5, 'e': 0.16988045044774894}",30,18,21.65421813411166,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
591,False,"{'a': 0.5, 'e': 0.1693708090964057}",25,3,-35.19384744825831,"{0: 19, 1: 0, 2: 1, 3: 1, 4: 1}",1
592,False,"{'a': 0.5, 'e': 0.1688626966691165}",25,7,28.084644846267476,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
593,False,"{'a': 0.5, 'e': 0.16835610857910915}",20,12,11.536204318969343,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
594,False,"{'a': 0.5, 'e': 0.16785104025337183}",25,6,35.05500060133389,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
595,False,"{'a': 0.5, 'e': 0.16734748713261172}",20,12,-1.7498712714053863,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
596,False,"{'a': 0.5, 'e': 0.16684544467121387}",25,0,-65.08464660019088,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 2}",0
597,False,"{'a': 0.5, 'e': 0.16634490833720023}",20,0,-9.34164915334511,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",1
598,False,"{'a': 0.5, 'e': 0.16584587361218864}",20,8,21.54409366411415,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
599,False,"{'a': 0.5, 'e': 0.16534833599135207}",30,15,29.519311942356424,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
600,False,"{'a': 0.5, 'e': 0.164852290983378}",20,14,10.65862895256684,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
601,False,"{'a': 0.5, 'e': 0.16435773411042787}",25,18,0.17895155741529178,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
602,False,"{'a': 0.5, 'e': 0.1638646609080966}",30,15,-26.534229439585733,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
603,False,"{'a': 0.5, 'e': 0.1633730669253723}",25,5,36.77287121444374,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
604,False,"{'a': 0.5, 'e': 0.16288294772459616}",20,5,-3.501960886281352,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
605,False,"{'a': 0.5, 'e': 0.16239429888142237}",20,7,8.210116669859817,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
606,False,"{'a': 0.5, 'e': 0.1619071159847781}",20,12,16.80566595491486,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
607,False,"{'a': 0.5, 'e': 0.16142139463682378}",25,0,22.933142910169266,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
608,False,"{'a': 0.5, 'e': 0.1609371304529133}",25,15,-23.579326797591882,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
609,False,"{'a': 0.5, 'e': 0.16045431906155455}",25,3,33.183065368331334,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
610,False,"{'a': 0.5, 'e': 0.15997295610436987}",20,0,-25.122906377607524,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
611,False,"{'a': 0.5, 'e': 0.15949303723605676}",20,15,11.963552224561624,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
612,False,"{'a': 0.5, 'e': 0.1590145581243486}",25,7,21.2866313455104,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
613,False,"{'a': 0.5, 'e': 0.15853751444997555}",20,1,17.901222262945154,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
614,False,"{'a': 0.5, 'e': 0.1580619019066256}",25,0,35.40912730820433,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
615,False,"{'a': 0.5, 'e': 0.15758771620090573}",20,8,20.68577729077565,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
616,False,"{'a': 0.5, 'e': 0.157114953052303}",25,11,24.864971145844205,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
617,False,"{'a': 0.5, 'e': 0.1566436081931461}",20,0,19.93997560545067,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
618,False,"{'a': 0.5, 'e': 0.15617367736856666}",25,7,30.34990620328781,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
619,False,"{'a': 0.5, 'e': 0.15570515633646095}",20,6,22.66799780798327,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
620,False,"{'a': 0.5, 'e': 0.15523804086745158}",25,17,18.270810018421034,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
621,False,"{'a': 0.5, 'e': 0.15477232674484923}",30,16,25.58611754990681,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
622,False,"{'a': 0.5, 'e': 0.15430800976461467}",30,10,37.149612820949166,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
623,False,"{'a': 0.5, 'e': 0.15384508573532082}",25,14,20.819830148156903,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
624,False,"{'a': 0.5, 'e': 0.15338355047811486}",20,15,9.220562506415629,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
625,False,"{'a': 0.5, 'e': 0.15292339982668052}",30,16,24.001155881783518,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
626,False,"{'a': 0.5, 'e': 0.15246462962720048}",20,0,-7.102427642583972,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",0
627,False,"{'a': 0.5, 'e': 0.15200723573831887}",20,8,22.607123742434332,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
628,False,"{'a': 0.5, 'e': 0.15155121403110391}",25,11,24.82621142641438,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
629,False,"{'a': 0.5, 'e': 0.1510965603890106}",25,20,10.9807202340017,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
630,False,"{'a': 0.5, 'e': 0.15064327070784356}",35,21,3.630992509456131,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
631,False,"{'a': 0.5, 'e': 0.15019134089572003}",20,7,23.624309523580777,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
632,False,"{'a': 0.5, 'e': 0.14974076687303287}",30,18,22.526349328861766,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
633,False,"{'a': 0.5, 'e': 0.14929154457241375}",30,7,37.31862813160771,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
634,False,"{'a': 0.5, 'e': 0.14884366993869652}",25,19,12.770632817001609,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
635,False,"{'a': 0.5, 'e': 0.14839713892888043}",20,12,15.873082322372303,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
636,False,"{'a': 0.5, 'e': 0.14795194751209378}",20,2,-22.72005813435266,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 0}",1
637,False,"{'a': 0.5, 'e': 0.1475080916695575}",20,6,22.97012635740849,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
638,False,"{'a': 0.5, 'e': 0.14706556739454882}",20,14,12.597471690372412,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
639,False,"{'a': 0.5, 'e': 0.14662437069236517}",30,8,-7.651362761231734,"{0: 19, 1: 0, 2: 2, 3: 1, 4: 0}",1
640,False,"{'a': 0.5, 'e': 0.14618449758028806}",25,7,-52.777540606713515,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 1}",1
641,False,"{'a': 0.5, 'e': 0.1457459440875472}",20,7,24.280590120739955,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
642,False,"{'a': 0.5, 'e': 0.14530870625528455}",20,12,-26.980903414209223,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
643,False,"{'a': 0.5, 'e': 0.1448727801365187}",25,2,34.21581622790882,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
644,False,"{'a': 0.5, 'e': 0.14443816179610913}",25,7,28.17745916925239,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
645,False,"{'a': 0.5, 'e': 0.1440048473107208}",20,6,11.454044058790565,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
646,False,"{'a': 0.5, 'e': 0.14357283276878863}",20,9,-42.275404408403126,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
647,False,"{'a': 0.5, 'e': 0.14314211427048226}",25,18,2.596392894324544,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
648,False,"{'a': 0.5, 'e': 0.1427126879276708}",25,17,3.1812326480880797,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
649,False,"{'a': 0.5, 'e': 0.1422845498638878}",25,0,21.78818994643173,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
650,False,"{'a': 0.5, 'e': 0.14185769621429614}",20,0,0.2931713955860423,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
651,False,"{'a': 0.5, 'e': 0.14143212312565326}",30,4,-6.703630173169638,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 1}",1
652,False,"{'a': 0.5, 'e': 0.1410078267562763}",20,15,-4.052933103022893,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
653,False,"{'a': 0.5, 'e': 0.14058480327600748}",20,0,-23.08116219772719,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
654,False,"{'a': 0.5, 'e': 0.14016304886617945}",20,8,10.67492794559814,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
655,False,"{'a': 0.5, 'e': 0.1397425597195809}",35,21,22.9362939362555,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
656,False,"{'a': 0.5, 'e': 0.13932333204042216}",25,6,-29.581250991062213,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 1}",1
657,False,"{'a': 0.5, 'e': 0.1389053620443009}",30,12,32.60761016352016,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
658,False,"{'a': 0.5, 'e': 0.138488645958168}",20,2,-7.6517583573718335,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
659,False,"{'a': 0.5, 'e': 0.1380731800202935}",20,0,30.818784874810614,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
660,False,"{'a': 0.5, 'e': 0.13765896048023263}",20,9,-5.866674554126904,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 0}",1
661,False,"{'a': 0.5, 'e': 0.13724598359879192}",20,3,27.260936802093525,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
662,False,"{'a': 0.5, 'e': 0.13683424564799554}",30,11,17.387650944592828,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
663,False,"{'a': 0.5, 'e': 0.13642374291105155}",35,9,35.70693082152052,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
664,False,"{'a': 0.5, 'e': 0.1360144716823184}",25,2,12.293182323473793,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
665,False,"{'a': 0.5, 'e': 0.13560642826727143}",35,19,-14.867123098272856,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
666,False,"{'a': 0.5, 'e': 0.1351996089824696}",20,10,-23.7381282049564,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
667,False,"{'a': 0.5, 'e': 0.1347940101555222}",25,15,16.832104533746886,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
668,False,"{'a': 0.5, 'e': 0.13438962812505564}",30,14,-11.163790780946623,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
669,False,"{'a': 0.5, 'e': 0.13398645924068048}",20,12,15.45503593997345,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
670,False,"{'a': 0.5, 'e': 0.13358449986295842}",30,16,24.32410741758517,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
671,False,"{'a': 0.5, 'e': 0.13318374636336955}",20,6,-4.652500449554549,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
672,False,"{'a': 0.5, 'e': 0.13278419512427944}",20,11,19.896995313389567,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
673,False,"{'a': 0.5, 'e': 0.1323858425389066}",20,0,27.54934370327733,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
674,False,"{'a': 0.5, 'e': 0.13198868501128988}",25,1,-30.145282734414764,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 1}",1
675,False,"{'a': 0.5, 'e': 0.13159271895625602}",30,9,5.435973148850829,"{0: 19, 1: 0, 2: 1, 3: 1, 4: 0}",1
676,False,"{'a': 0.5, 'e': 0.13119794079938724}",20,0,5.076395729175783,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
677,False,"{'a': 0.5, 'e': 0.13080434697698906}",30,10,36.67190249257612,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
678,False,"{'a': 0.5, 'e': 0.1304119339360581}",25,16,-7.939872822348931,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
679,False,"{'a': 0.5, 'e': 0.13002069813424993}",20,4,14.237252371845354,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
680,False,"{'a': 0.5, 'e': 0.12963063603984717}",25,15,17.998565785551026,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
681,False,"{'a': 0.5, 'e': 0.12924174413172762}",30,20,19.238287550539617,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
682,False,"{'a': 0.5, 'e': 0.12885401889933243}",25,13,23.7313513238928,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
683,False,"{'a': 0.5, 'e': 0.12846745684263444}",25,0,5.402317170420822,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
684,False,"{'a': 0.5, 'e': 0.12808205447210655}",25,0,35.08676646057474,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
685,False,"{'a': 0.5, 'e': 0.12769780830869024}",25,10,12.55436488054506,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
686,False,"{'a': 0.5, 'e': 0.12731471488376417}",25,15,17.337717019891745,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
687,False,"{'a': 0.5, 'e': 0.12693277073911288}",20,16,7.801965586825708,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
688,False,"{'a': 0.5, 'e': 0.12655197242689553}",20,7,24.60618022672287,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
689,False,"{'a': 0.5, 'e': 0.12617231650961486}",30,13,-88.33665398660725,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 2}",1
690,False,"{'a': 0.5, 'e': 0.12579379956008602}",25,0,22.705527080355463,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
691,False,"{'a': 0.5, 'e': 0.12541641816140575}",20,6,22.395291763357687,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
692,False,"{'a': 0.5, 'e': 0.12504016890692154}",25,0,20.836031820786765,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
693,False,"{'a': 0.5, 'e': 0.12466504840020078}",20,14,12.34771197433648,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
694,False,"{'a': 0.5, 'e': 0.12429105325500017}",30,16,18.327677288833375,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
695,False,"{'a': 0.5, 'e': 0.12391818009523517}",25,9,15.244282352316574,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
696,False,"{'a': 0.5, 'e': 0.12354642555494946}",20,9,18.09587403596427,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
697,False,"{'a': 0.5, 'e': 0.12317578627828461}",25,13,26.20580491346456,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
698,False,"{'a': 0.5, 'e': 0.12280625891944975}",25,11,17.326458570594703,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
699,False,"{'a': 0.5, 'e': 0.1224378401426914}",25,0,41.55888069959193,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
700,False,"{'a': 0.5, 'e': 0.12207052662226334}",25,15,12.366903925617661,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
701,False,"{'a': 0.5, 'e': 0.12170431504239655}",30,11,32.531689149238495,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
702,False,"{'a': 0.5, 'e': 0.12133920209726937}",20,9,19.408425711458072,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
703,False,"{'a': 0.5, 'e': 0.12097518449097756}",20,2,-4.06035424335471,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
704,False,"{'a': 0.5, 'e': 0.12061225893750463}",25,13,19.432581413955333,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
705,False,"{'a': 0.5, 'e': 0.12025042216069212}",25,15,15.535710860409434,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
706,False,"{'a': 0.5, 'e': 0.11988967089421004}",25,20,11.50021402857435,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
707,False,"{'a': 0.5, 'e': 0.11953000188152742}",20,4,3.98853849961867,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
708,False,"{'a': 0.5, 'e': 0.11917141187588283}",20,8,-21.168771317841237,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 0}",1
709,False,"{'a': 0.5, 'e': 0.11881389764025518}",25,16,17.08842258746867,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
710,False,"{'a': 0.5, 'e': 0.11845745594733442}",25,0,27.641951671918953,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
711,False,"{'a': 0.5, 'e': 0.11810208357949242}",25,5,-5.947163858125452,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",1
712,False,"{'a': 0.5, 'e': 0.11774777732875394}",25,19,-28.897599485136936,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
713,False,"{'a': 0.5, 'e': 0.11739453399676768}",20,3,24.889524636757987,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
714,False,"{'a': 0.5, 'e': 0.11704235039477738}",20,13,11.818645238394883,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
715,False,"{'a': 0.5, 'e': 0.11669122334359305}",20,0,31.668636867577632,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
716,False,"{'a': 0.5, 'e': 0.11634114967356228}",20,14,10.423210042406936,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
717,False,"{'a': 0.5, 'e': 0.1159921262245416}",20,12,15.713195925524776,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
718,False,"{'a': 0.5, 'e': 0.11564414984586797}",20,2,25.14706000620655,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
719,False,"{'a': 0.5, 'e': 0.11529721739633036}",25,20,9.655321353479867,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
720,False,"{'a': 0.5, 'e': 0.11495132574414137}",20,12,16.51300306692074,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
721,False,"{'a': 0.5, 'e': 0.11460647176690894}",20,11,16.145081984794242,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
722,False,"{'a': 0.5, 'e': 0.11426265235160821}",20,0,11.417142097829293,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
723,False,"{'a': 0.5, 'e': 0.11391986439455339}",30,18,21.904918337535698,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
724,False,"{'a': 0.5, 'e': 0.11357810480136972}",25,12,25.223857915162146,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
725,False,"{'a': 0.5, 'e': 0.11323737048696561}",20,0,18.686366853948304,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
726,False,"{'a': 0.5, 'e': 0.11289765837550471}",30,8,-42.20190727859235,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 2}",1
727,False,"{'a': 0.5, 'e': 0.1125589654003782}",20,10,16.786645740880818,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
728,False,"{'a': 0.5, 'e': 0.11222128850417706}",25,13,25.041590986336676,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
729,False,"{'a': 0.5, 'e': 0.11188462463866453}",25,19,7.090529632746562,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
730,False,"{'a': 0.5, 'e': 0.11154897076474853}",25,13,20.296954406707158,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
731,False,"{'a': 0.5, 'e': 0.11121432385245428}",25,12,23.5457870112524,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
732,False,"{'a': 0.5, 'e': 0.11088068088089692}",25,11,17.2378046931562,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
733,False,"{'a': 0.5, 'e': 0.11054803883825423}",20,15,8.037070037323074,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
734,False,"{'a': 0.5, 'e': 0.11021639472173947}",20,7,24.560116483961163,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
735,False,"{'a': 0.5, 'e': 0.10988574553757426}",20,15,7.245145150249842,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
736,False,"{'a': 0.5, 'e': 0.10955608830096153}",25,0,34.1599147098627,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
